date,factom,nxt,bitcoin,isPartial
2015-12-13 08:00:00,0,18,55,False
2015-12-13 09:00:00,0,21,53,False
2015-12-13 10:00:00,0,17,51,False
2015-12-13 11:00:00,0,20,52,False
2015-12-13 12:00:00,0,17,52,False
2015-12-13 13:00:00,0,18,53,False
2015-12-13 14:00:00,0,21,57,False
2015-12-13 15:00:00,0,20,57,False
2015-12-13 16:00:00,0,20,58,False
2015-12-13 17:00:00,0,18,59,False
2015-12-13 18:00:00,0,19,56,False
2015-12-13 19:00:00,0,21,61,False
2015-12-13 20:00:00,0,22,65,False
2015-12-13 21:00:00,0,24,67,False
2015-12-13 22:00:00,0,27,74,False
2015-12-13 23:00:00,0,29,80,False
2015-12-14 00:00:00,0,36,78,False
2015-12-14 01:00:00,0,38,67,False
2015-12-14 02:00:00,0,31,71,False
2015-12-14 03:00:00,0,29,69,False
